date,MSFT,NOC,KO,WMT,CVX,UBER,NFLX,DDOG,MDB,UPS,PG,GM,DE,AMD,SHOP,HD,ZS,TSLA,SNOW,BILL,BA,XOM,ABNB,META,AMZN,ROKU,NET,LMT,PLTR,NVDA,AAPL,PEP,V,F,JNJ,T,HON,MCD,UNH,CAT,IBM,OKTA,VZ,PFE,JPM,CRWD,DOCU,MMM,GE
2023-11-08,363.2,460.48,57.09,164.3,142.4,49.5,436.65,99.99,370.04,141.95,150.01,27.56,369.37,113.59,62.74,295.92,173.96,222.11,158.58,62.19,191.83,102.93,117.66,319.78,142.08,82.84,64.58,444.66,18.49,465.74,182.89,167.39,243.91,10.05,150.35,15.65,184.62,267.49,536.73,234.82,148.03,67.45,35.77,30.82,144.72,193.83,41.13,92.32,113.85
2023-11-09,360.69,461.09,56.66,163.92,141.94,50.05,435.15,100.23,365.31,139.95,150.35,26.65,369.62,113.49,60.37,287.87,170.7,209.98,156.35,56.02,193.33,102.96,115.52,320.55,140.6,81.58,62.18,442.46,18.27,469.5,182.41,166.16,241.64,9.7,147.42,15.63,183.68,266.91,539.0,234.15,146.62,66.3,35.62,29.68,144.29,190.76,40.04,91.7,113.09
2023-11-10,369.67,463.27,56.72,166.19,142.95,51.58,447.24,103.65,376.89,138.11,151.41,26.85,373.99,118.59,61.34,291.59,175.04,214.65,160.4,56.48,196.65,103.75,118.15,328.77,143.56,81.31,63.08,444.87,19.67,483.35,186.4,166.92,245.25,9.86,147.25,15.64,186.71,267.79,541.21,239.68,149.02,67.77,35.71,29.48,146.43,196.31,40.98,92.81,115.27
2023-11-13,366.68,464.38,56.93,167.68,144.0,52.24,444.62,104.25,377.97,138.17,152.46,26.9,369.76,116.79,62.34,288.07,178.17,223.71,158.7,57.0,204.54,104.84,119.15,329.19,142.59,83.97,63.89,445.03,19.71,486.2,184.8,167.77,244.67,9.82,147.63,15.58,186.51,269.2,542.57,241.67,148.1,68.23,35.82,28.98,145.78,200.96,41.12,92.69,115.52
2023-11-14,370.27,466.83,57.1,167.65,145.05,53.88,448.65,109.02,397.77,143.17,152.12,28.2,374.96,119.88,65.52,303.63,187.09,237.41,165.86,57.79,207.47,104.29,126.68,336.31,145.8,88.1,70.61,444.22,19.94,496.56,187.44,168.11,246.94,10.4,147.66,15.63,190.24,271.49,540.46,247.86,150.41,70.18,35.88,29.26,148.44,207.97,42.73,94.97,117.25
2023-11-15,369.67,464.99,57.21,169.78,145.56,53.76,461.94,109.44,392.58,147.17,151.42,28.14,380.87,118.0,67.85,308.19,184.56,242.84,163.03,59.64,208.71,103.66,128.35,332.71,143.2,91.1,70.81,445.14,19.95,488.88,188.01,167.25,248.11,10.47,148.8,15.76,189.55,270.39,538.41,251.09,152.58,70.41,36.0,30.19,149.74,204.29,43.38,96.82,116.3
2023-11-16,376.17,463.88,57.15,156.04,141.77,54.42,466.95,109.12,389.07,146.91,152.83,27.48,378.56,119.83,67.28,306.44,186.18,233.59,160.97,60.87,206.6,102.46,126.28,334.19,142.83,89.5,70.7,445.59,19.77,494.8,189.71,167.71,248.57,10.16,150.1,15.88,190.71,276.12,539.82,248.21,153.06,69.62,36.18,29.77,151.45,204.27,42.62,95.71,118.94
2023-11-17,369.85,464.17,57.26,155.35,144.46,54.44,465.91,109.54,392.57,147.98,151.07,28.03,384.15,120.62,68.34,307.27,187.47,234.3,161.85,63.72,208.04,104.96,127.15,335.04,145.18,92.97,72.69,444.68,20.49,492.98,189.69,166.76,249.56,10.27,149.79,15.9,191.21,275.75,536.29,253.07,152.89,70.22,36.23,29.92,152.82,207.09,42.95,95.34,119.93
2023-11-20,377.44,465.82,57.4,155.3,144.38,54.75,474.47,111.77,407.61,149.57,150.27,28.52,380.33,121.53,69.51,308.19,191.96,235.6,166.73,64.6,217.71,104.5,129.7,339.97,146.13,94.99,72.81,443.81,21.34,504.09,191.45,166.52,249.97,10.34,149.91,16.1,191.8,279.03,535.1,250.45,154.35,72.06,36.73,29.98,153.29,207.73,43.8,94.98,120.07
2023-11-21,373.07,471.07,58.03,155.86,144.04,54.85,474.95,111.93,405.51,149.77,149.61,27.9,382.65,119.16,69.73,305.34,191.36,241.2,166.67,62.85,218.27,104.46,126.82,336.98,143.9,93.6,73.85,448.15,19.8,499.44,190.64,167.8,252.23,10.19,151.12,16.19,191.24,280.47,539.59,249.41,153.91,71.02,37.25,30.3,152.97,208.98,42.5,93.99,119.89
2023-11-22,377.85,471.45,58.42,154.67,144.33,55.37,478.0,112.13,405.07,150.75,151.02,28.1,370.76,122.51,70.96,309.2,190.64,234.21,168.92,63.62,219.91,104.01,129.04,341.49,146.71,94.78,73.68,450.4,19.69,487.16,191.31,169.22,253.72,10.26,150.82,16.17,192.31,281.93,543.76,246.01,155.13,71.93,37.35,30.32,153.33,209.61,42.26,95.37,119.6
2023-11-24,377.43,471.52,58.57,156.06,144.9,55.32,479.56,112.87,407.7,152.03,151.38,28.18,370.19,122.31,70.35,310.7,193.09,235.45,171.16,63.85,220.0,104.57,128.37,338.23,146.74,94.93,73.4,452.01,19.2,477.76,189.97,169.37,254.3,10.4,152.5,16.21,193.41,282.54,547.1,247.36,155.18,73.25,37.41,30.5,153.54,210.66,42.74,95.95,119.97
2023-11-27,378.61,468.39,58.46,156.77,144.36,56.06,479.17,111.92,401.91,149.59,151.24,28.5,362.21,122.65,73.79,310.92,191.91,236.08,170.3,64.15,219.3,103.96,129.0,334.7,147.73,102.98,73.95,445.49,19.08,482.42,189.79,168.32,254.14,10.34,151.28,16.21,192.97,281.84,543.59,247.39,155.57,70.28,37.35,30.14,153.19,210.07,42.35,97.07,119.97
2023-11-28,382.7,470.08,58.58,158.64,145.51,56.21,479.0,114.24,406.25,150.74,152.29,28.89,360.02,122.01,73.51,313.34,193.85,246.72,171.55,65.58,222.37,103.9,127.56,338.99,147.03,106.87,74.54,448.27,19.71,478.21,190.4,168.86,252.94,10.37,151.63,16.18,194.27,282.09,540.53,247.5,155.65,72.61,37.47,29.69,153.54,212.35,42.71,98.51,118.85
2023-11-29,378.85,467.41,58.23,156.08,143.91,56.4,477.19,116.65,420.51,152.29,151.13,31.6,363.94,123.85,73.33,311.02,199.84,244.14,175.32,67.94,224.43,102.34,126.48,332.2,146.32,106.75,78.31,445.01,19.84,481.4,189.37,167.16,254.23,10.59,152.11,16.3,194.26,280.38,534.98,249.45,156.41,70.77,37.76,30.08,154.32,234.44,43.62,98.47,118.86
2023-11-30,378.91,475.16,58.44,155.69,143.6,56.38,473.97,116.57,415.74,151.61,153.52,31.6,364.41,121.16,72.82,313.49,197.53,240.08,187.68,65.47,231.63,102.74,126.34,327.15,146.09,104.2,77.15,447.77,20.05,467.7,189.95,168.29,256.68,10.26,154.66,16.57,195.92,281.84,552.97,250.72,158.56,67.05,38.33,30.47,156.08,236.99,43.1,99.07,121.8
2023-12-01,374.51,479.84,58.64,154.34,144.81,57.35,465.74,118.62,435.23,154.91,152.66,32.36,368.81,121.39,73.86,319.62,198.03,238.83,185.97,68.11,233.87,102.99,135.02,324.82,147.03,103.54,78.78,449.41,20.27,467.65,191.24,168.69,256.45,10.58,158.38,16.76,197.78,285.96,547.16,256.76,160.55,73.63,38.58,28.91,156.84,235.03,45.99,99.85,122.5
2023-12-04,369.14,480.33,58.57,154.3,144.87,58.63,453.9,118.18,423.02,155.92,152.06,33.07,368.93,118.57,72.52,324.02,198.26,235.58,188.3,68.52,234.87,102.43,133.7,320.02,144.84,104.48,79.82,450.69,18.4,455.1,189.43,169.14,254.44,10.7,158.88,16.66,198.36,286.13,548.28,254.75,161.1,72.5,38.04,29.28,157.99,237.39,45.88,103.44,121.53
2023-12-05,372.52,476.61,58.66,155.73,142.86,57.97,455.15,118.07,433.67,154.16,146.76,32.68,361.14,118.38,74.72,323.5,198.91,238.72,186.16,69.22,234.16,100.44,133.71,318.29,146.88,105.19,77.95,446.24,18.3,465.66,193.42,167.94,254.61,10.6,158.55,17.22,196.95,286.54,550.26,255.19,161.39,72.69,38.42,29.09,157.97,238.97,46.06,101.69,120.23
2023-12-06,368.8,480.29,58.6,154.04,142.53,59.75,446.73,114.31,387.42,155.29,146.65,32.91,365.54,116.82,71.14,326.11,197.91,239.37,184.47,68.56,236.89,99.11,135.31,317.45,144.52,102.36,76.66,449.41,17.13,455.03,192.32,167.51,254.29,10.69,156.62,16.94,197.79,286.86,549.53,255.97,160.28,73.98,38.5,28.79,156.31,239.42,47.36,102.79,119.81
2023-12-07,370.95,477.48,58.74,152.46,142.42,60.98,452.0,115.0,384.24,156.5,146.5,33.51,361.22,128.37,71.86,326.17,200.05,242.64,187.31,69.37,237.33,98.42,139.84,326.59,146.88,100.68,76.8,447.11,17.22,465.96,194.27,167.46,255.82,10.82,155.4,17.09,197.79,286.79,548.27,257.41,160.22,72.0,38.65,28.63,156.79,240.17,47.44,103.28,119.48
2023-12-08,374.23,476.25,58.61,150.86,144.31,61.7,453.76,113.83,381.79,156.3,145.15,33.75,363.67,128.92,72.52,326.47,198.8,243.84,190.67,70.98,244.7,99.55,140.68,332.75,147.42,103.36,77.52,448.02,17.77,475.06,195.71,165.68,255.74,11.01,154.42,16.92,194.61,285.53,549.77,259.5,161.96,72.01,38.25,28.78,158.52,242.55,49.73,103.37,120.59
2023-12-11,371.3,478.76,59.04,151.24,144.35,62.46,459.89,114.73,395.39,155.78,145.82,33.58,361.03,134.41,72.81,331.33,205.47,239.74,192.99,70.61,248.08,99.62,142.91,325.28,145.89,102.97,77.82,451.26,17.77,466.27,193.18,167.82,256.52,11.07,155.06,16.62,200.39,289.15,543.68,260.92,163.51,73.535,37.67,28.64,159.1,246.97,53.72,103.16,120.28
2023-12-12,374.38,479.25,59.42,151.36,142.5,62.72,463.0,114.66,393.09,155.37,145.94,33.42,359.39,137.61,72.5,333.2,210.76,237.01,193.49,70.38,248.63,98.05,140.55,334.22,147.48,100.98,78.19,451.63,17.5,476.57,194.71,168.47,259.56,11.16,155.07,16.41,201.51,291.42,545.72,261.43,164.71,76.99,37.3,28.58,160.52,248.55,56.0,102.56,122.32
2023-12-13,374.37,485.01,59.93,154.05,144.61,61.97,479.98,117.23,411.18,157.25,148.58,33.99,377.01,138.19,73.86,343.4,215.45,239.29,196.55,74.71,250.91,98.92,144.51,334.74,148.84,101.68,80.38,451.44,17.87,480.88,197.96,172.01,262.38,11.24,155.79,16.45,203.08,295.93,549.01,267.97,163.62,78.64,36.99,26.66,161.06,252.04,56.15,104.19,121.18
2023-12-14,365.93,463.66,59.04,152.17,149.93,62.5,469.83,120.65,419.24,162.36,144.66,36.25,388.42,138.0,77.54,351.81,216.4,251.05,200.86,77.28,256.24,101.58,147.26,333.17,147.42,102.88,84.66,445.27,18.21,483.5,198.11,168.25,258.73,12.08,156.87,16.65,203.41,290.02,534.24,285.17,162.91,81.06,37.87,26.13,163.99,252.68,56.12,107.04,121.35
2023-12-15,370.73,461.05,58.6,152.74,149.35,61.86,472.06,122.6,420.17,162.94,143.96,35.73,386.07,139.15,76.82,354.0,221.66,253.5,199.01,75.96,264.27,100.9,146.6,334.92,149.97,95.93,85.05,441.81,18.2,488.9,197.57,167.0,258.03,12.02,155.16,16.52,203.4,287.27,531.12,285.74,162.23,83.17,37.37,26.63,165.23,260.08,63.11,106.98,123.23
2023-12-18,372.65,465.42,59.02,154.97,149.68,61.73,486.12,123.27,412.74,161.57,146.17,35.44,382.76,138.9,77.13,350.81,222.55,252.08,198.97,77.32,260.41,101.65,147.5,344.62,154.07,93.49,84.7,446.91,17.84,500.77,195.89,168.91,258.37,11.93,155.44,16.46,205.1,290.23,526.55,285.71,162.74,84.35,37.67,27.06,166.23,259.8,61.54,105.87,123.64
2023-12-19,373.26,464.16,58.83,155.53,151.64,62.12,495.02,122.41,409.78,161.62,146.17,35.87,393.94,140.15,78.35,352.07,224.04,257.22,199.02,83.56,263.51,102.99,146.91,350.36,153.79,94.42,85.51,447.79,17.95,496.04,196.94,167.95,259.99,12.02,156.46,16.61,204.6,290.73,524.04,292.96,161.56,86.68,37.57,28.16,168.45,258.33,62.43,106.25,125.94
2023-12-20,370.62,457.16,57.61,153.71,150.25,60.68,489.27,120.62,401.67,156.96,143.91,35.47,387.26,135.47,75.42,348.66,218.73,247.14,194.28,80.99,260.25,101.27,141.07,349.28,152.12,89.11,82.83,442.6,17.25,481.11,194.83,165.69,257.11,11.8,153.27,16.4,202.9,288.99,515.93,289.71,160.05,85.27,37.3,27.63,166.55,253.95,59.63,103.67,123.37
2023-12-21,373.54,459.22,57.99,154.8,150.71,61.46,491.61,122.48,409.82,157.16,144.26,36.25,393.34,139.91,76.14,348.97,221.33,254.5,196.79,82.97,262.02,101.73,142.09,354.09,153.84,92.04,84.85,448.02,17.59,489.9,194.68,166.97,259.54,12.34,154.84,16.49,205.05,291.39,519.88,290.07,160.78,89.04,37.43,28.31,167.5,257.32,60.47,105.56,126.97
2023-12-22,374.58,463.13,58.32,156.65,151.05,61.71,486.76,122.49,407.48,158.25,145.28,36.02,396.82,139.6,76.83,348.59,221.68,252.54,195.67,83.57,260.44,101.91,140.8,353.39,153.42,91.34,84.32,448.22,17.41,488.3,193.6,167.68,258.43,12.35,155.46,16.55,205.64,291.7,520.31,290.36,162.14,89.36,37.49,28.4,167.4,255.63,60.69,106.33,126.69
2023-12-26,374.66,464.5,58.56,156.41,152.41,61.98,491.19,123.56,416.9,158.03,145.94,36.13,401.27,143.41,78.21,349.31,224.59,256.61,198.56,83.58,262.79,102.14,138.72,354.83,153.41,94.9,85.76,450.18,17.68,492.79,193.05,168.86,259.16,12.45,156.14,16.57,208.04,292.86,520.03,295.63,163.21,91.72,37.48,28.41,168.39,257.87,60.39,108.11,127.47
2023-12-27,374.07,464.22,58.71,157.88,151.91,63.28,491.79,123.6,418.28,156.84,146.06,36.08,401.64,146.07,78.34,348.53,225.02,261.44,198.71,84.23,262.1,101.66,136.55,357.83,153.34,94.23,85.55,448.97,17.47,494.17,193.15,169.4,258.93,12.39,156.35,16.58,209.02,294.55,522.79,298.12,163.46,90.6,37.31,28.61,169.4,257.32,59.76,108.74,128.2
2023-12-28,375.28,465.68,58.75,157.57,149.77,63.14,490.51,123.28,417.08,157.31,145.73,36.2,399.26,148.76,79.11,347.36,224.44,253.18,201.23,83.33,260.35,100.19,137.0,358.32,153.38,94.1,84.68,451.23,17.56,495.22,193.58,169.39,260.4,12.34,156.58,16.74,209.17,295.84,524.9,296.88,163.75,91.33,37.49,28.79,170.3,256.13,60.2,109.69,128.32
2023-12-29,376.04,468.14,58.93,157.65,149.16,61.57,486.88,121.38,408.85,157.23,146.54,35.92,399.87,147.41,77.9,346.55,221.56,248.48,199.0,81.59,260.66,99.98,136.14,353.96,151.94,91.66,83.26,453.24,17.17,495.22,192.53,169.84,260.35,12.19,156.74,16.78,209.71,296.51,526.47,295.67,163.55,90.53,37.7,28.79,170.1,255.32,59.45,109.32,127.63
2024-01-02,370.87,470.09,59.82,159.29,149.48,58.38,468.5,115.08,383.69,158.34,148.74,36.05,400.91,138.58,73.83,345.08,212.37,248.42,189.12,77.23,251.76,102.36,134.48,346.29,149.93,89.0,79.35,456.12,16.58,481.68,185.64,172.91,258.87,12.16,159.97,17.25,209.0,297.04,539.34,292.71,161.5,87.0,38.88,29.73,172.08,246.89,57.02,110.0,125.95
2024-01-03,370.6,474.88,59.96,159.3,152.33,58.25,470.26,112.42,372.98,157.54,147.84,35.27,393.35,135.32,71.82,338.26,210.24,238.45,184.21,74.47,243.91,103.22,133.42,344.47,148.47,86.61,76.39,459.12,16.09,475.69,184.25,172.95,257.98,11.71,160.97,17.23,204.53,294.39,542.03,284.3,160.1,83.87,39.16,29.73,171.33,244.36,55.03,107.79,124.06
2024-01-04,367.94,471.73,59.76,157.76,150.66,57.8,474.67,113.02,362.41,156.99,148.65,35.49,392.39,136.01,73.42,338.59,210.33,237.93,183.72,74.08,244.94,102.32,133.72,347.12,144.57,87.91,76.83,457.87,16.25,479.98,181.91,171.47,259.61,11.68,160.63,17.15,204.9,291.74,545.42,286.1,160.86,83.37,39.37,29.09,171.41,245.65,54.97,108.17,124.66
2024-01-05,367.75,469.89,59.67,156.71,150.4,57.58,474.06,115.99,365.39,158.72,147.42,35.99,395.96,138.58,74.51,342.94,209.81,237.49,189.12,75.0,249.0,102.63,135.98,351.95,145.24,89.29,76.28,456.5,15.98,490.97,181.18,168.94,259.69,11.85,161.13,17.47,203.53,288.99,537.38,288.93,159.16,82.46,40.2,29.47,172.27,247.46,54.64,108.59,126.29
2024-01-08,374.69,475.26,60.11,158.25,149.5,59.01,485.03,119.25,378.45,159.92,148.69,36.7,397.98,146.18,77.69,347.93,218.1,240.45,196.35,78.05,229.0,100.92,140.08,358.66,149.1,93.95,79.64,458.6,16.67,522.53,185.56,169.11,262.54,11.97,161.53,17.32,202.66,291.9,536.52,292.25,161.14,83.86,40.1,29.58,172.02,261.28,55.66,108.86,128.28
2024-01-09,375.79,472.23,60.0,159.31,145.7,60.3,482.09,121.18,378.73,159.94,149.3,36.54,393.22,149.26,80.11,346.19,226.26,234.96,196.9,76.79,225.76,99.67,139.53,357.43,151.37,91.6,81.63,456.29,16.39,531.4,185.14,167.17,263.33,11.84,161.63,16.95,201.63,290.87,538.37,292.29,160.08,83.99,39.04,29.4,170.66,273.77,56.09,109.1,128.78
2024-01-10,382.77,471.95,60.2,161.29,144.5,62.41,478.33,120.19,393.15,161.22,149.94,36.31,393.71,148.54,81.1,356.8,225.4,233.94,197.4,76.39,227.84,98.69,139.76,370.47,153.73,89.69,80.97,455.4,16.79,543.5,186.19,166.92,264.56,11.83,161.87,16.87,202.4,294.09,537.64,293.35,161.23,83.95,39.08,28.99,171.02,282.04,56.11,108.3,129.7
2024-01-11,384.63,467.34,59.81,161.11,145.28,63.47,492.23,120.88,392.6,159.25,150.51,35.86,390.22,148.02,81.3,356.53,228.52,227.22,195.62,75.42,222.66,98.67,139.45,369.67,155.18,86.65,80.82,453.13,16.68,548.22,185.59,166.13,264.03,11.71,161.15,16.23,201.67,294.15,539.68,292.06,162.16,83.78,37.9,28.4,170.3,284.52,61.35,108.92,129.83
2024-01-12,388.47,481.08,60.39,161.32,147.27,63.2,492.16,123.0,391.59,158.31,150.6,35.26,386.51,146.56,81.4,355.71,230.77,218.89,191.26,75.0,217.7,99.95,137.14,374.49,154.62,86.05,79.37,463.18,16.76,547.1,185.92,167.27,264.17,11.46,162.39,16.48,201.1,293.47,521.51,290.41,165.8,83.79,38.56,28.7,169.05,283.35,63.55,108.12,129.79
2024-01-16,390.27,477.9,59.99,161.83,143.69,63.65,481.24,123.79,405.44,155.33,149.79,35.39,385.35,158.74,81.32,358.43,232.18,219.91,188.02,73.88,200.52,97.69,135.02,367.46,153.16,84.79,78.45,457.84,16.53,563.82,183.63,166.17,265.24,11.46,160.52,16.44,197.77,291.09,519.15,287.23,166.96,82.66,39.29,28.32,167.99,286.29,62.65,107.64,127.97
2024-01-17,389.47,473.88,59.99,161.07,143.12,63.12,480.33,126.03,400.38,154.56,149.94,35.01,378.61,160.17,80.32,355.7,225.33,215.55,188.12,73.85,203.06,96.98,134.98,368.37,151.71,84.01,77.07,456.47,16.39,560.53,182.68,166.44,266.63,11.27,160.43,16.41,197.95,291.16,524.94,278.63,166.08,81.85,38.87,28.15,167.09,276.27,61.65,106.08,126.88
2024-01-18,393.87,474.63,60.16,163.24,141.82,64.88,485.31,126.92,392.18,156.53,148.14,34.58,381.39,162.67,77.52,357.9,227.91,211.88,186.61,72.61,211.61,96.8,137.04,376.13,153.5,84.06,77.96,459.57,16.4,571.07,188.63,167.17,268.14,10.99,161.21,16.4,200.13,294.36,516.34,281.9,166.84,81.22,38.94,28.09,167.42,283.11,61.26,106.44,128.55
2024-01-19,398.67,470.48,59.83,162.38,142.24,65.11,482.95,130.31,401.05,156.89,147.57,35.51,382.72,174.23,80.01,362.41,231.29,212.19,193.12,72.5,215.02,96.95,139.93,383.45,155.34,87.07,81.35,457.76,16.78,594.91,191.56,165.78,270.9,11.2,161.68,16.67,200.78,300.53,503.56,285.28,171.48,81.28,39.33,28.28,170.31,290.54,63.2,107.76,129.81
2024-01-22,396.51,466.62,59.57,162.39,142.49,64.55,485.71,132.98,413.42,158.6,147.86,35.32,384.59,168.18,80.26,356.69,240.85,208.8,199.08,75.12,214.93,96.82,142.01,381.78,154.78,88.46,84.68,458.76,17.6,596.54,193.89,165.11,271.2,11.2,162.47,16.8,201.04,298.41,512.99,288.67,172.83,84.55,39.58,28.31,170.11,298.66,62.01,108.02,131.23
2024-01-23,398.9,467.92,59.85,162.8,142.09,64.32,492.19,129.01,411.06,160.06,153.98,35.23,387.46,168.42,81.14,350.78,242.59,209.14,205.58,74.93,211.5,97.91,142.3,385.2,156.02,90.97,83.93,439.67,17.33,598.73,195.18,167.64,271.26,11.37,159.81,17.19,202.94,300.05,515.52,288.83,173.94,86.21,42.23,28.43,168.99,297.27,62.33,96.1,129.95
2024-01-24,402.56,463.92,58.91,160.5,144.92,63.76,544.87,122.58,410.11,156.58,152.12,34.7,388.41,178.29,80.73,347.27,241.38,207.83,203.81,73.17,214.13,99.6,141.19,390.7,156.87,88.23,82.33,431.65,16.75,613.62,194.5,165.6,271.65,11.03,158.96,16.68,199.87,300.44,513.23,290.68,173.93,85.06,41.28,28.33,170.5,300.28,62.47,93.24,129.93
2024-01-25,404.87,434.55,59.16,162.84,148.57,66.0,562.0,122.19,400.3,159.71,155.62,35.16,393.01,180.33,80.49,350.97,238.3,182.63,206.01,73.97,201.88,102.13,142.11,393.18,157.75,88.83,81.86,431.04,16.46,616.17,194.17,166.56,272.61,11.34,159.56,17.18,202.56,297.21,493.4,300.77,190.43,84.51,42.29,27.47,172.94,293.46,62.47,95.98,129.93
2024-01-26,403.93,437.96,59.37,164.27,149.14,65.52,570.42,123.95,395.29,159.3,156.14,35.18,393.62,177.25,81.55,355.3,236.83,183.25,202.51,74.38,205.47,103.0,149.62,394.14,159.12,89.0,80.18,429.91,16.35,610.31,192.42,167.86,267.94,11.39,159.5,17.29,201.8,292.26,503.2,299.43,187.42,84.77,42.4,27.47,172.28,290.31,62.63,95.99,131.19
2024-01-29,409.72,438.31,59.73,165.04,149.08,66.98,575.79,128.87,420.17,158.02,156.16,35.39,397.68,177.83,83.54,355.7,245.05,190.93,209.54,79.92,205.19,103.13,152.7,401.02,161.26,93.27,84.3,428.01,17.09,624.65,191.73,168.15,273.66,11.55,159.36,17.25,203.05,292.31,504.54,303.25,187.14,87.16,42.05,27.48,172.73,300.67,63.35,96.38,131.1
2024-01-30,408.59,443.5,59.9,165.59,150.12,66.84,562.85,126.83,415.53,145.06,157.49,38.15,396.93,172.06,82.33,357.1,241.12,191.59,206.25,78.21,200.44,104.85,149.44,400.06,159.0,90.92,82.96,431.68,16.74,627.74,188.04,169.62,277.15,11.78,158.77,17.53,205.9,294.65,503.61,304.76,187.87,85.38,42.47,27.02,176.27,301.35,61.61,95.75,133.93
2024-01-31,397.58,446.76,59.49,165.25,147.43,65.27,564.11,124.44,400.52,141.9,157.14,38.8,393.58,167.69,80.07,352.96,235.67,187.29,195.64,78.05,211.04,102.81,144.14,390.14,155.2,88.06,79.05,429.41,16.09,615.27,184.4,168.53,273.26,11.72,158.9,17.69,202.26,292.72,511.74,300.31,183.66,82.65,42.35,27.08,174.36,292.5,60.92,94.35,132.42
2024-02-01,403.78,446.22,60.98,168.31,147.89,66.73,567.51,126.9,409.07,142.41,159.18,38.87,393.68,170.48,76.72,360.07,238.06,188.86,199.94,78.21,209.81,102.39,146.49,394.78,159.28,88.65,79.59,429.77,16.33,630.27,186.86,171.7,277.05,12.1,158.36,18.04,197.31,298.08,507.14,307.69,186.9,84.9,42.49,27.29,173.73,299.37,58.93,95.91,135.41
2024-02-02,411.22,446.58,60.54,169.57,152.24,68.07,564.64,134.31,436.01,141.85,158.09,38.91,392.6,177.66,82.93,357.23,244.0,187.91,218.76,79.58,209.38,101.97,146.55,474.99,171.81,91.03,82.65,425.97,17.02,661.6,185.85,170.97,277.18,12.14,156.61,17.83,196.11,297.05,510.23,315.09,185.79,82.78,42.13,26.93,174.73,303.57,58.12,94.87,136.54
2024-02-05,405.65,442.28,60.04,168.66,152.33,68.99,562.06,131.14,436.89,139.08,158.21,37.79,386.03,174.23,81.4,355.14,232.05,181.06,215.6,75.97,206.63,101.55,144.78,459.41,170.31,87.75,80.82,421.7,16.72,693.32,187.68,170.92,275.58,11.59,155.8,17.73,193.01,285.97,502.96,321.4,183.42,82.14,41.38,26.57,174.5,302.49,53.21,92.73,137.71
2024-02-06,405.49,448.17,59.94,169.81,152.35,70.47,555.88,129.18,443.31,145.92,158.96,38.03,388.9,167.88,81.56,356.25,234.73,185.1,213.68,76.7,208.58,102.25,144.53,454.72,169.15,93.48,81.59,426.95,21.87,682.23,189.3,171.42,276.76,12.07,158.06,17.61,193.64,284.65,510.67,322.72,183.41,81.86,41.1,27.5,175.1,302.11,52.17,93.76,137.58
2024-02-07,414.05,453.9,59.99,169.38,152.13,70.65,559.3,130.62,457.39,147.24,159.12,38.72,385.95,170.94,85.17,362.69,244.66,187.58,218.23,74.93,211.92,102.22,147.55,469.59,170.53,94.49,83.35,430.1,23.6,700.99,189.41,171.47,279.39,12.8,157.98,17.33,194.1,287.33,519.39,323.59,183.74,83.56,40.42,27.56,175.43,317.78,51.31,93.84,138.5
2024-02-08,414.11,451.22,59.83,169.37,154.06,71.61,558.53,131.45,475.12,147.92,158.64,38.65,385.83,169.35,87.87,363.72,249.41,189.56,222.9,75.75,209.22,103.97,150.54,470.0,169.84,94.7,90.31,427.0,24.51,696.41,188.32,173.85,275.78,12.83,156.4,16.82,193.46,291.93,520.09,322.0,184.36,84.68,39.91,27.57,174.8,323.04,51.145,93.2,139.05
2024-02-09,420.55,454.92,59.56,169.28,151.04,70.91,561.32,134.91,500.9,146.26,157.42,38.56,381.29,172.48,90.72,363.15,254.93,193.57,233.28,65.46,209.2,101.77,147.595,468.11,174.45,95.8,107.92,426.5,24.38,721.33,188.85,167.67,276.43,12.68,156.76,16.84,194.84,289.47,518.22,317.16,186.34,87.85,39.72,27.56,175.01,329.34,51.18,92.9,139.28
2024-02-12,415.26,451.47,59.7,170.3,152.08,69.12,557.85,134.85,487.99,147.45,157.11,39.28,389.39,171.91,89.12,365.45,253.86,188.13,232.16,65.98,209.33,103.17,153.8,468.9,172.34,98.57,105.62,428.07,25.05,722.48,187.15,170.61,275.07,12.98,157.85,17.02,197.35,289.44,517.64,321.63,186.16,85.93,40.1,27.66,175.79,321.29,51.57,94.63,140.17
2024-02-13,406.32,446.17,59.35,169.14,150.6,68.99,554.52,131.68,472.13,144.9,156.27,38.31,379.27,171.54,77.18,357.59,242.8,184.02,227.57,62.77,204.46,101.34,150.82,460.12,168.64,89.94,99.88,426.52,24.01,721.28,185.04,168.88,275.81,12.68,156.47,16.9,194.01,287.11,516.85,312.84,183.7,83.4,40.13,26.97,174.26,322.44,50.52,92.66,141.77
2024-02-14,409.49,446.37,59.29,168.6,151.01,79.15,579.33,136.15,486.51,144.22,155.63,38.37,384.78,178.7,80.67,358.23,253.27,188.71,236.0,64.76,203.38,100.84,148.2,473.28,170.98,91.24,104.37,418.19,25.19,739.0,184.15,167.52,277.56,12.56,155.74,16.91,194.87,288.17,516.94,316.71,183.57,87.6,40.15,27.11,176.03,334.55,51.09,92.42,146.5
