date,MSFT,NOC,KO,WMT,CVX,UBER,NFLX,DDOG,MDB,UPS,PG,GM,DE,AMD,SHOP,HD,ZS,TSLA,SNOW,BILL,BA,XOM,ABNB,META,AMZN
2021-02-01,239.65,292.31,48.48,139.27,86.41,52.76,539.04,101.79,374.87,156.26,128.97,51.51,292.21,87.66,1144.93,270.07,204.47,839.81,282.0,130.74,195.84,44.92,180.44,262.01,3342.88
2021-02-02,239.51,300.0,48.96,140.77,87.06,56.46,548.16,106.01,394.65,160.29,128.79,52.72,302.54,88.86,1235.35,272.16,216.71,872.79,300.71,137.26,200.94,45.63,179.17,267.08,3380.0
2021-02-03,243.0,300.74,48.77,141.2,88.96,57.12,539.45,110.52,395.83,159.71,128.95,54.25,301.14,87.89,1224.16,274.17,209.56,854.69,304.64,134.2,207.39,47.42,185.72,266.65,3312.53
2021-02-04,242.01,301.85,49.01,142.53,89.0,57.85,552.16,111.92,396.36,162.26,129.03,54.13,309.27,87.84,1260.87,278.82,213.75,849.99,303.61,139.87,210.64,48.33,195.8,266.49,3331.0
2021-02-05,242.2,298.79,49.65,144.36,89.26,58.58,550.79,114.9,412.66,164.38,129.57,54.41,309.24,87.9,1287.75,278.86,216.78,852.23,306.05,184.69,207.93,49.95,195.31,268.1,3352.15
2021-02-08,242.47,300.13,49.92,145.03,91.48,59.29,547.92,116.42,410.78,163.45,129.17,56.88,317.04,91.47,1345.09,280.03,215.87,863.42,304.5,179.01,211.95,52.1,200.43,266.58,3322.94
2021-02-09,243.77,303.78,49.7,145.83,90.96,59.61,559.07,117.85,405.46,166.92,128.67,56.06,315.33,90.91,1432.99,276.77,220.0,849.46,314.29,173.75,215.12,50.63,199.88,269.45,3305.0
2021-02-10,242.82,303.63,49.6,144.13,92.52,63.18,563.59,115.55,417.34,165.66,128.22,54.88,313.64,92.35,1462.42,278.69,223.09,804.82,305.91,192.0,211.92,51.12,211.66,271.87,3286.58
2021-02-11,244.49,299.63,50.3,144.02,92.02,60.71,557.59,117.6,418.16,162.37,128.33,53.5,314.46,92.66,1463.31,277.06,222.89,811.66,298.73,186.18,210.66,49.84,216.84,270.39,3262.13
2021-02-12,244.99,297.36,50.69,144.47,92.55,60.63,556.52,112.86,422.85,163.39,127.62,53.6,313.0,93.77,1455.49,277.51,226.48,816.12,299.47,190.0,210.98,50.52,212.68,270.5,3277.71
2021-02-16,243.7,290.88,50.27,145.66,93.13,60.52,557.28,107.56,408.21,161.75,127.92,53.46,317.09,91.46,1474.0,275.39,223.63,796.22,294.55,183.46,217.18,52.04,209.86,273.97,3268.95
2021-02-17,244.2,297.18,50.13,147.2,95.92,60.81,551.34,103.08,410.8,161.0,128.46,52.89,312.08,89.94,1425.0,280.92,224.83,798.15,288.78,176.03,215.52,52.85,201.96,273.57,3308.64
2021-02-18,243.79,297.86,50.77,137.66,95.0,59.0,548.22,106.4,402.5,162.12,129.53,52.16,300.25,88.64,1384.57,283.05,223.38,787.38,289.78,180.0,208.48,52.02,198.04,269.39,3328.23
2021-02-19,240.97,297.24,50.11,138.34,95.8,58.39,540.22,105.05,418.3,160.54,127.12,52.57,330.0,89.58,1435.01,279.64,226.03,781.3,290.0,184.21,217.47,52.37,201.07,261.56,3249.9
2021-02-22,234.51,297.94,50.63,137.69,98.39,55.31,533.78,99.7,392.56,161.6,126.58,51.98,337.51,85.37,1381.3,275.85,213.45,714.5,269.65,173.01,212.88,54.3,195.34,260.33,3180.74
2021-02-23,233.27,298.68,50.54,135.47,99.63,56.0,546.15,98.67,380.69,160.81,127.52,51.11,337.41,84.74,1300.24,267.24,206.51,698.84,269.08,171.95,212.12,55.05,187.59,265.855,3194.5
2021-02-24,234.55,301.73,50.71,133.21,103.31,53.91,553.41,99.36,398.14,160.07,127.66,52.9,345.66,86.94,1301.15,259.97,207.81,742.02,273.52,169.42,229.34,56.7,200.2,264.31,3159.53
2021-02-25,228.99,301.89,50.17,131.95,102.35,51.45,546.7,95.0,380.0,157.51,126.58,50.6,348.03,82.42,1245.1,255.25,195.79,682.22,260.34,159.17,216.45,55.76,182.06,254.69,3057.16
2021-02-26,232.38,291.66,48.99,129.92,100.0,51.75,538.85,95.41,385.93,157.83,123.53,51.33,349.12,84.51,1280.97,258.34,205.03,675.5,259.54,165.01,212.01,54.37,206.35,257.62,3092.93
2021-03-01,236.94,293.46,49.9,131.37,102.05,54.4,550.64,97.61,395.04,161.47,124.29,52.54,359.51,86.39,1309.94,261.62,210.16,718.43,272.17,171.48,224.39,56.4,196.42,264.91,3146.14
2021-03-02,233.87,298.78,50.1,130.11,102.44,54.65,547.82,93.51,379.93,161.37,123.9,54.11,351.44,84.13,1309.06,260.29,202.61,686.44,270.6,163.0,223.14,56.07,189.9,259.0,3094.53
2021-03-03,227.56,299.1,49.98,127.59,103.59,56.11,520.7,90.0,352.05,160.43,123.16,52.67,343.06,80.86,1220.3,257.36,187.83,653.2,247.03,156.47,228.56,56.52,180.4,255.41,3005.0
2021-03-04,226.73,297.51,49.94,127.53,104.5,53.07,511.29,85.0,328.29,159.45,122.15,51.83,337.95,77.75,1149.44,250.93,180.9,621.44,249.0,148.66,224.71,58.71,180.23,257.64,2977.57
2021-03-05,231.6,300.91,50.79,129.12,109.0,55.54,516.39,82.2,308.17,164.4,125.98,53.75,349.83,78.52,1131.01,253.52,175.37,597.95,239.73,149.0,223.22,60.93,179.81,264.28,3000.46
2021-03-08,227.39,305.62,51.64,127.88,109.75,53.2,493.33,77.52,287.05,160.87,127.31,54.98,353.7,73.96,1072.43,259.03,167.84,563.0,213.99,138.81,224.03,60.87,180.81,255.31,2951.95
2021-03-09,233.78,298.3,50.86,128.89,109.5,55.25,506.44,82.0,311.92,163.27,126.18,54.65,352.69,78.53,1130.74,264.96,181.43,673.58,230.02,148.74,230.61,59.93,183.11,265.74,3062.85
2021-03-10,232.42,300.0,51.44,132.18,111.37,57.68,504.54,80.7,294.45,165.23,127.34,56.83,361.22,77.52,1087.9,266.24,180.07,668.06,227.11,144.76,245.34,61.77,183.79,264.9,3057.64
2021-03-11,237.13,299.41,50.88,132.13,111.19,58.95,523.06,86.24,327.26,167.24,126.91,56.33,364.46,81.23,1142.24,268.85,188.87,699.6,237.81,155.31,252.0,61.31,197.87,273.88,3113.59
2021-03-12,235.75,301.79,50.36,134.12,111.56,60.35,518.02,83.0,320.06,167.69,128.14,59.26,369.49,81.05,1140.63,273.1,184.61,693.73,230.0,160.4,269.19,61.97,206.74,268.4,3089.49
2021-03-15,234.81,305.74,51.03,133.43,110.25,60.19,520.25,87.61,323.3,162.64,128.56,57.94,374.37,82.5,1159.0,278.54,184.27,707.94,238.76,158.86,265.63,60.39,209.99,273.75,3081.68
2021-03-16,237.71,305.84,51.22,133.39,107.64,58.85,524.03,86.37,318.83,162.82,128.94,57.12,373.52,82.75,1143.17,282.08,182.18,676.88,232.14,151.8,255.21,59.11,200.01,279.28,3091.86
2021-03-17,237.04,310.57,51.24,132.28,108.03,56.36,524.44,86.54,316.19,160.65,128.42,60.05,379.26,82.63,1169.17,280.03,185.33,701.81,230.3,157.43,263.59,59.37,201.36,284.01,3135.73
2021-03-18,230.72,314.94,50.57,130.01,104.12,55.69,504.79,81.89,301.34,160.2,128.7,59.27,380.41,78.12,1117.1,283.16,178.21,653.16,216.7,144.33,256.06,56.81,191.45,278.62,3027.99
2021-03-19,230.35,308.65,50.81,131.74,103.38,57.08,512.18,84.03,302.68,159.29,128.01,59.82,372.48,79.06,1120.95,289.1,181.56,654.87,220.82,146.34,255.82,56.49,194.39,290.11,3074.96
2021-03-22,235.99,314.21,51.0,132.37,102.54,55.69,523.11,85.18,309.77,161.06,130.18,58.1,371.59,80.3,1160.0,288.94,182.61,670.0,220.75,151.96,251.23,55.91,195.0,293.54,3110.87
2021-03-23,237.58,314.14,51.39,133.94,101.97,53.49,535.09,85.17,305.0,159.86,132.6,56.16,357.49,78.38,1162.0,289.98,183.0,662.16,220.0,155.65,241.25,55.22,187.14,290.63,3137.5
2021-03-24,235.46,316.03,51.52,133.11,104.7,52.57,520.81,81.26,283.58,159.91,132.56,55.81,360.91,76.48,1106.01,292.75,175.1,630.27,208.6,144.46,239.24,56.34,178.85,282.14,3087.07
2021-03-25,232.34,321.19,52.02,134.01,105.07,53.89,502.86,78.26,272.51,163.25,133.48,56.6,366.8,76.22,1061.68,297.18,172.85,640.39,216.95,145.61,247.19,56.18,176.16,278.74,3046.26
2021-03-26,236.48,319.02,53.04,135.13,107.48,54.71,508.05,80.29,265.77,167.98,135.45,56.52,372.29,77.41,1065.21,303.81,169.78,618.71,235.0,146.0,244.87,57.71,174.4,283.02,3052.03
2021-03-29,235.24,323.15,53.85,136.67,106.92,53.35,513.95,77.04,258.5,168.14,137.57,55.94,367.97,77.14,1039.91,302.2,165.75,611.29,223.49,138.3,250.52,57.4,182.5,290.82,3075.73
2021-03-30,231.85,322.68,53.15,135.74,105.93,53.46,513.39,77.37,259.69,168.64,135.45,58.51,373.92,76.0,1048.68,304.82,165.79,635.62,222.07,137.62,252.01,56.69,183.1,288.0,3055.29
2021-03-31,235.77,323.64,52.71,135.83,104.79,54.51,521.66,83.34,267.43,169.99,135.43,57.46,374.14,78.5,1106.5,305.25,171.67,667.93,229.28,145.5,254.72,55.83,187.94,294.53,3094.08
2021-04-01,242.35,322.24,52.51,135.62,105.75,57.6,539.42,87.2,290.33,171.28,134.28,57.8,372.12,81.09,1155.41,307.75,175.77,661.75,236.79,149.87,252.96,57.39,188.24,298.66,3161.0
2021-04-05,249.07,330.65,52.81,139.43,104.51,57.4,540.67,83.24,289.6,171.95,136.45,61.04,374.81,81.43,1145.95,315.4,175.19,691.05,232.32,147.24,259.36,56.5,186.69,308.91,3226.73
2021-04-06,247.86,331.16,53.19,140.1,103.58,58.05,544.53,88.89,296.5,172.97,136.5,61.94,375.61,81.44,1156.14,313.78,182.12,691.62,236.01,152.26,255.17,56.34,190.03,306.26,3223.82
2021-04-07,249.9,333.97,53.28,139.8,104.19,56.89,546.99,86.6,284.79,171.95,136.74,60.83,374.79,82.2,1159.47,312.47,180.02,670.97,233.97,151.47,252.58,56.59,179.94,313.09,3279.39
2021-04-08,253.25,336.12,53.12,139.71,103.02,57.83,554.58,88.32,296.75,173.02,137.26,60.09,374.07,83.35,1222.69,314.43,185.19,683.8,233.75,157.84,254.95,56.0,180.18,313.02,3299.3
2021-04-09,255.85,339.95,53.18,139.78,102.92,57.68,555.31,88.8,297.96,175.94,136.37,60.16,377.0,82.76,1227.3,319.23,185.04,677.02,226.89,156.71,252.36,55.87,179.5,312.46,3372.2
2021-04-12,255.91,340.69,53.35,139.8,101.78,59.44,552.78,90.46,304.21,178.58,136.92,59.66,378.26,78.58,1202.0,320.79,188.38,701.98,233.39,153.62,249.52,55.5,176.49,311.54,3379.39
2021-04-13,258.49,338.61,53.09,139.37,102.24,60.64,553.73,94.21,315.8,179.42,135.11,58.49,378.67,80.19,1241.54,320.4,196.65,762.32,238.08,162.31,253.27,55.71,177.95,309.76,3400.0
2021-04-14,255.59,341.82,53.08,139.32,104.27,59.23,540.02,93.25,309.0,176.21,135.6,58.48,381.5,78.55,1179.86,320.02,192.39,732.23,229.14,161.02,252.43,57.32,176.43,302.82,3333.0
2021-04-15,259.5,344.59,53.33,140.16,103.42,60.74,549.22,95.27,319.59,179.64,137.24,58.61,382.14,83.01,1208.34,322.74,195.92,738.85,236.38,164.16,251.11,56.98,175.35,307.82,3379.09
2021-04-16,260.74,346.43,53.68,140.61,102.96,60.35,546.54,90.34,315.85,179.71,137.25,58.71,383.07,82.15,1207.8,328.08,192.49,739.78,232.74,160.73,248.18,56.66,178.69,306.18,3399.44
2021-04-19,258.74,344.64,54.0,139.71,103.26,57.85,554.44,87.89,300.92,178.06,136.61,57.88,380.72,81.11,1145.78,326.85,190.94,714.63,229.07,153.39,244.15,56.48,174.58,302.24,3372.01
2021-04-20,258.26,345.14,54.17,140.79,101.33,55.48,549.57,83.96,297.63,179.69,137.75,55.77,370.27,79.27,1123.01,323.96,186.08,718.99,225.22,148.93,234.06,55.29,169.57,302.65,3334.69
2021-04-21,260.58,345.52,54.61,141.2,102.73,55.77,508.9,84.78,300.03,178.57,136.85,57.49,375.6,81.61,1142.06,325.95,186.12,744.12,231.39,152.16,235.92,56.0,167.07,301.47,3362.02
2021-04-22,257.17,343.43,54.44,139.67,100.95,56.28,508.78,84.81,306.69,177.51,134.63,56.66,368.36,79.06,1096.64,321.46,190.03,719.69,231.44,153.32,234.33,55.27,170.71,296.52,3309.04
2021-04-23,261.15,342.04,54.47,139.9,101.55,57.93,505.55,89.57,306.18,178.96,133.94,57.53,376.27,82.76,1099.03,323.89,190.26,729.4,235.64,159.99,238.38,55.57,174.25,301.13,3340.88
2021-04-26,261.55,337.8,53.66,137.91,101.52,57.61,510.3,93.14,321.23,175.81,131.26,58.21,380.45,85.41,1166.0,319.99,196.69,738.2,237.75,166.76,241.44,55.68,174.88,303.04,3409.0
2021-04-27,261.97,339.87,53.58,138.38,102.7,57.16,505.55,93.8,318.01,194.13,131.18,58.97,382.36,85.21,1156.89,320.59,195.93,704.74,238.17,163.29,242.47,56.41,177.94,303.57,3417.43
2021-04-28,254.56,338.37,53.59,137.89,105.22,58.44,506.52,91.56,316.4,198.37,131.4,58.55,379.8,84.02,1288.8,319.71,195.42,694.4,236.64,162.43,235.46,58.11,180.0,307.1,3458.5
2021-04-29,252.51,352.22,54.26,139.63,106.9,54.93,509.0,88.84,300.42,203.72,132.51,56.57,376.39,83.91,1233.07,325.34,187.28,677.0,229.55,155.15,235.94,58.94,177.68,329.51,3471.31
2021-04-30,252.18,354.44,53.98,139.91,103.07,54.77,513.47,85.77,297.46,203.86,133.42,57.22,370.85,81.62,1182.51,323.67,187.64,709.44,231.59,154.63,234.31,57.24,172.71,325.08,3467.42
2021-05-03,251.86,361.0,54.48,142.12,105.53,54.85,509.11,80.17,287.53,212.2,135.0,57.15,373.77,78.55,1122.01,330.27,180.59,684.9,223.69,153.84,235.19,58.82,168.11,322.58,3386.49
2021-05-04,247.79,368.12,54.14,140.72,106.11,52.99,503.18,77.86,280.36,214.31,134.54,55.34,379.58,78.61,1142.94,332.77,175.48,673.6,218.4,146.26,233.63,59.19,168.9,318.36,3311.87
2021-05-05,246.47,372.99,54.0,140.6,108.96,51.18,496.08,76.74,271.99,214.52,133.46,57.58,378.86,77.83,1120.35,332.05,172.3,670.94,213.79,139.37,228.18,60.97,162.33,315.02,3270.54
2021-05-06,249.73,370.05,54.54,141.05,109.02,46.65,499.55,71.36,256.62,214.78,135.14,58.72,389.91,77.89,1090.93,337.58,167.35,663.54,199.84,130.33,229.81,61.55,153.64,320.02,3306.37
2021-05-07,252.46,370.63,54.51,140.2,110.02,47.03,503.84,77.29,260.32,217.5,135.15,58.99,394.22,78.81,1108.6,339.25,169.32,672.37,206.04,154.23,235.47,62.43,151.21,319.08,3291.61
2021-05-10,247.18,373.8,54.91,140.82,109.57,45.79,486.69,76.86,254.39,216.13,137.67,57.41,391.4,75.99,1080.24,341.12,165.77,629.04,193.82,142.07,232.93,62.58,146.73,305.97,3190.49
2021-05-11,246.23,368.3,54.32,139.55,106.7,46.21,495.08,78.62,260.31,214.33,136.99,55.73,383.2,76.83,1110.2,330.66,170.69,617.2,201.46,147.0,228.88,60.59,142.73,306.53,3223.91
2021-05-12,239.0,363.15,54.04,135.94,107.37,43.81,484.98,76.84,251.85,210.7,135.54,53.76,373.63,74.64,1083.9,317.0,164.08,589.89,191.38,139.32,220.78,60.04,140.25,302.55,3151.94
2021-05-13,243.03,370.06,54.51,138.24,106.68,44.48,486.66,77.39,244.74,215.67,137.72,54.6,378.11,73.09,1047.77,325.42,160.92,571.69,188.24,133.86,222.64,59.3,135.75,305.26,3161.47
2021-05-14,248.15,371.61,54.73,139.52,109.47,47.42,493.37,82.51,261.19,216.38,138.01,56.0,384.0,74.59,1085.01,323.63,165.34,589.74,209.99,140.43,228.47,60.77,141.2,315.94,3222.9
2021-05-17,245.18,372.87,54.64,138.89,110.81,47.51,488.94,81.03,264.18,216.29,137.73,56.04,383.55,74.65,1096.39,320.01,163.28,576.83,212.65,138.15,227.98,62.19,132.5,315.46,3270.39
2021-05-18,243.08,368.62,54.34,141.91,106.18,49.17,486.28,83.11,270.02,213.99,136.32,55.89,369.69,74.44,1133.36,316.75,166.5,577.87,223.53,142.28,227.55,60.43,135.02,309.96,3232.28
2021-05-19,243.12,370.9,54.17,141.92,103.2,49.47,487.7,83.67,273.06,214.35,136.6,55.53,358.42,76.23,1170.39,314.45,164.81,563.46,228.81,140.3,224.42,58.98,138.19,313.59,3231.8
2021-05-20,246.48,371.96,54.65,142.42,103.56,49.33,501.67,88.12,282.23,213.94,138.0,55.51,355.22,78.06,1214.9,315.9,170.73,586.78,230.56,145.75,227.65,58.84,136.2,318.61,3247.68
2021-05-21,245.17,370.46,54.62,141.75,104.12,48.82,497.89,88.95,281.78,211.87,138.0,56.72,359.75,77.17,1224.12,315.77,170.08,580.88,233.39,145.55,234.82,58.92,134.71,316.23,3203.08
2021-05-24,250.78,372.18,54.8,141.76,105.6,50.03,502.9,89.76,286.77,213.43,137.96,56.6,359.36,77.44,1261.43,314.84,174.4,606.44,233.92,148.68,237.44,59.61,135.91,324.63,3244.99
2021-05-25,251.72,369.99,54.79,142.34,103.87,50.46,501.34,89.58,288.56,211.49,138.43,56.76,360.69,77.86,1240.0,316.75,172.74,604.69,229.96,146.25,240.74,58.26,133.99,327.79,3259.05
2021-05-26,251.49,366.72,55.03,142.17,104.12,51.12,502.36,91.43,295.16,213.81,138.12,58.08,357.74,78.34,1238.83,317.33,194.2,619.13,235.25,149.5,241.37,58.94,134.75,327.66,3265.16
2021-05-27,249.31,370.46,55.49,141.69,103.01,50.71,503.86,92.31,291.64,212.8,134.98,59.77,362.21,78.42,1240.84,318.77,194.26,630.85,245.15,147.4,250.7,58.56,143.17,332.75,3230.11
2021-05-28,249.68,365.87,55.29,142.03,103.79,50.83,502.81,91.05,291.94,214.6,134.85,59.31,361.1,80.08,1242.87,318.91,194.2,625.22,238.03,148.92,247.02,58.37,140.4,328.73,3223.07
2021-06-01,247.4,365.62,55.28,141.66,106.65,50.98,499.08,91.88,289.74,213.29,132.88,59.65,364.61,80.81,1251.56,316.31,191.77,623.9,240.81,151.59,254.73,60.46,144.31,329.13,3218.65
2021-06-02,247.3,367.21,55.5,141.35,108.08,50.79,499.24,91.6,287.6,211.91,133.46,59.65,356.71,81.97,1229.59,313.23,191.34,605.12,243.18,155.94,255.62,60.94,151.0,329.15,3233.99
2021-06-03,245.71,366.51,55.64,141.6,107.59,48.7,489.43,88.69,271.15,211.98,135.85,63.46,358.91,80.28,1199.0,311.43,184.25,572.84,238.43,146.39,250.32,61.18,144.19,326.04,3187.01
2021-06-04,250.79,377.51,56.24,141.85,108.45,50.18,494.74,88.45,315.27,210.63,135.95,63.37,356.64,81.58,1205.74,311.01,185.8,599.05,242.56,148.48,249.92,61.45,150.73,330.35,3206.22
2021-06-07,253.81,371.84,56.04,140.9,107.75,50.76,494.66,90.62,314.5,212.92,136.42,63.23,355.43,81.35,1230.55,309.96,192.73,605.13,250.57,153.99,252.66,61.05,148.97,336.58,3198.01
2021-06-08,252.57,371.11,55.65,139.83,108.73,49.88,492.39,92.48,320.34,209.76,134.84,63.92,356.58,80.89,1230.74,310.9,194.65,603.59,250.32,160.65,252.76,62.13,147.01,333.68,3264.11
2021-06-09,253.59,372.6,55.48,139.08,107.78,49.14,485.81,91.72,330.3,201.06,134.79,62.77,349.53,79.96,1215.56,307.34,195.99,598.78,247.01,154.97,248.06,62.65,144.85,330.25,3281.15
2021-06-10,257.24,372.51,55.91,139.88,108.41,49.55,487.27,94.5,329.52,203.2,135.79,61.34,341.44,81.56,1231.1,308.31,204.91,610.12,248.8,155.93,248.34,62.75,146.12,332.46,3349.65
2021-06-11,257.89,375.06,56.16,140.75,107.91,50.01,488.77,95.48,334.1,203.2,134.86,61.49,341.57,81.31,1247.02,310.77,207.79,609.89,240.6,157.34,247.28,62.17,148.44,331.26,3346.83
2021-06-14,259.89,372.23,55.55,140.56,107.97,50.77,499.89,97.25,346.67,201.09,134.91,60.79,335.54,81.55,1306.64,309.32,211.43,617.69,244.2,157.05,245.14,62.07,149.21,336.77,3383.87
2021-06-15,258.36,375.0,55.41,140.0,110.3,49.3,491.9,96.59,343.82,202.34,134.65,60.81,338.1,80.47,1321.08,306.45,207.39,599.36,241.41,159.4,246.54,64.33,151.78,336.75,3383.13
2021-06-16,257.38,372.21,54.67,137.15,109.67,48.89,492.41,98.38,358.9,200.42,132.78,61.76,336.56,80.11,1366.3,302.78,212.27,604.87,238.84,162.62,242.27,64.1,149.15,331.08,3415.25
2021-06-17,260.9,368.7,54.95,137.72,107.07,49.7,498.34,101.75,373.11,198.05,133.99,60.08,328.38,84.56,1449.27,303.12,215.14,616.6,245.53,172.74,239.22,61.99,150.7,336.51,3489.24
2021-06-18,259.43,367.19,53.77,135.17,103.03,49.7,500.77,103.26,384.02,197.77,132.03,58.76,328.97,84.65,1466.87,302.61,218.6,623.31,249.4,178.5,237.35,60.4,152.52,329.66,3486.9
2021-06-21,262.63,373.29,54.36,136.4,106.05,48.12,497.0,102.35,380.0,203.32,133.07,59.3,337.88,82.59,1480.23,307.6,216.41,620.83,248.29,181.23,245.28,62.59,149.7,332.29,3453.96
2021-06-22,265.51,372.57,54.56,137.03,106.4,49.05,508.82,104.54,380.94,205.4,133.12,59.24,342.1,83.58,1508.44,312.71,219.61,623.71,249.29,186.61,243.78,63.79,149.68,339.03,3505.44
2021-06-23,265.275,370.28,54.12,135.96,106.27,50.51,512.74,106.53,387.23,204.02,132.93,60.12,347.75,83.82,1500.53,311.67,218.86,656.57,249.0,189.97,243.57,64.26,151.58,340.59,3503.82
2021-06-24,266.69,369.68,54.39,136.91,107.14,50.82,518.06,106.44,382.63,206.1,133.02,60.04,350.62,86.1,1478.99,311.84,219.64,679.82,251.25,187.23,250.57,64.52,150.73,343.18,3449.08
2021-06-25,265.02,373.31,54.32,138.53,107.3,51.73,527.07,106.06,379.23,205.61,134.92,60.3,349.99,85.62,1473.54,313.63,218.84,671.87,247.09,189.46,248.38,64.66,149.67,341.37,3401.46
2021-06-28,268.72,370.21,54.26,138.1,103.99,51.11,533.03,106.44,389.23,205.23,135.32,58.64,349.89,87.08,1494.99,314.28,221.27,688.72,247.67,186.6,239.96,63.01,149.94,355.64,3443.89
2021-06-29,271.4,360.31,53.86,137.3,103.76,50.76,533.5,107.2,383.71,207.61,134.4,58.83,348.93,89.52,1482.99,318.24,221.44,680.76,245.8,186.38,235.76,62.62,146.08,351.89,3448.14
2021-06-30,270.9,363.43,54.11,141.02,104.74,50.12,528.21,104.08,361.52,207.97,134.93,59.17,352.71,93.93,1460.98,318.89,216.06,679.7,241.8,183.18,239.56,63.08,153.14,347.71,3440.16
2021-07-01,271.6,367.62,53.96,139.32,106.21,50.59,533.54,104.57,357.93,210.22,135.24,59.11,354.29,93.31,1458.0,321.54,213.72,677.92,236.75,179.85,239.73,63.26,153.08,354.39,3432.97
2021-07-02,277.65,369.2,54.18,140.11,106.07,51.71,533.98,106.47,362.01,211.53,135.9,58.96,352.5,94.7,1464.75,322.7,214.78,678.9,237.24,184.7,236.68,63.17,150.23,354.7,3510.98
2021-07-06,277.66,367.65,53.88,139.94,103.99,50.8,541.64,108.68,365.57,211.29,135.98,57.46,349.45,94.47,1538.03,319.26,225.0,659.58,239.05,188.36,236.14,61.37,148.37,352.78,3675.74
2021-07-07,279.93,371.26,54.32,139.71,102.93,48.68,535.96,107.31,357.75,214.26,137.0,56.59,351.88,90.54,1520.22,323.48,227.9,644.65,248.75,189.53,231.78,60.41,143.72,350.49,3696.58
2021-07-08,277.42,369.94,54.13,139.59,102.6,47.55,530.76,107.1,351.81,212.07,136.98,56.06,343.58,89.74,1463.34,318.54,227.17,652.81,250.3,188.81,236.77,60.14,142.53,345.65,3731.41
2021-07-09,277.94,371.82,54.46,140.3,104.07,49.07,535.98,108.12,353.7,213.92,137.03,58.76,349.48,90.9,1494.99,322.09,227.79,656.95,269.49,190.61,239.59,61.23,149.64,350.42,3719.34
2021-07-12,277.32,370.33,54.48,140.05,104.28,48.41,537.31,107.76,350.69,213.33,137.14,58.97,354.28,90.81,1494.74,321.74,227.97,685.7,267.06,190.99,238.29,61.17,146.69,353.16,3718.55
2021-07-13,280.98,367.39,55.02,140.58,103.93,48.08,540.68,106.59,351.3,211.27,136.97,58.73,350.77,90.26,1516.47,317.05,227.18,668.54,264.62,191.11,228.2,60.88,143.41,352.09,3677.36
2021-07-14,282.51,363.94,56.26,141.55,101.97,47.15,547.95,104.67,339.15,211.53,137.98,58.0,345.57,89.05,1463.0,319.22,224.51,653.38,252.54,187.2,224.45,59.53,139.09,347.63,3681.68
2021-07-15,281.03,364.12,56.44,141.66,101.3,46.42,542.95,103.48,334.52,212.86,139.16,56.95,346.1,86.93,1441.5,322.71,219.31,650.6,251.0,179.65,222.76,58.95,137.5,344.46,3631.2
2021-07-16,280.75,362.81,56.4,141.56,98.62,46.19,530.31,104.64,332.7,210.57,140.51,55.46,342.49,85.89,1442.63,321.54,221.16,644.22,250.82,182.0,217.74,57.32,134.31,341.16,3573.63
2021-07-19,277.01,355.0,55.73,141.23,95.96,45.56,532.28,104.83,337.61,211.41,140.44,54.18,334.95,86.58,1472.01,318.87,223.01,646.22,252.28,188.54,206.99,55.35,131.88,336.95,3549.59
2021-07-20,279.32,359.97,55.83,141.87,96.53,46.32,531.05,107.52,342.34,212.46,139.69,56.15,348.03,87.11,1524.78,325.35,229.11,660.5,256.27,194.41,217.15,55.96,136.09,341.66,3573.19
2021-07-21,281.4,361.46,56.55,141.17,99.82,47.52,513.63,108.39,351.16,212.45,139.2,57.05,353.0,89.41,1569.36,326.36,231.06,655.29,259.3,200.42,222.54,57.76,139.25,346.23,3585.2
2021-07-22,286.14,359.26,56.47,141.27,98.82,47.57,511.77,110.2,354.15,213.23,137.8,55.64,351.33,91.21,1594.09,326.66,235.59,649.26,267.3,203.04,220.87,57.11,139.47,351.19,3638.03
2021-07-23,289.67,361.31,57.01,142.43,98.86,47.46,515.41,111.23,361.54,211.64,139.79,54.94,354.7,92.15,1643.32,332.84,238.72,643.38,264.92,208.14,221.52,57.04,138.73,369.79,3656.64
2021-07-26,289.05,358.26,57.06,142.63,100.95,46.81,516.49,109.79,358.17,209.86,140.28,55.77,355.46,91.82,1582.28,331.18,234.52,657.62,268.8,204.8,225.85,58.48,142.0,372.46,3699.82
2021-07-27,286.54,362.2,57.26,142.64,100.61,45.82,518.91,109.62,360.49,195.19,140.85,55.0,353.52,91.03,1555.1,327.26,233.03,644.78,262.68,203.3,222.27,57.83,141.58,367.81,3626.39
2021-07-28,286.22,360.11,56.74,142.06,101.18,46.14,519.3,111.45,363.79,192.04,138.76,55.49,353.56,97.93,1538.0,325.52,236.84,646.98,269.36,207.86,231.57,58.22,143.3,373.28,3630.32
2021-07-29,286.5,365.66,57.05,142.24,102.57,44.69,514.25,111.23,362.06,191.81,139.48,57.28,359.8,102.95,1525.0,327.43,237.03,677.35,268.26,205.82,231.63,58.93,143.47,358.32,3599.92
2021-07-30,284.91,363.02,57.03,142.55,101.81,43.46,517.57,110.7,358.92,191.36,142.23,56.84,361.59,106.19,1499.93,328.19,235.91,687.2,265.72,206.82,226.48,57.57,144.01,356.3,3327.59
2021-08-02,284.82,361.84,56.88,142.22,101.63,43.49,515.15,111.63,358.99,191.94,141.88,57.03,355.95,108.63,1538.67,327.22,239.04,709.67,268.29,207.05,225.34,57.58,145.49,351.95,3331.48
